fileList,sizeType,sizeVal,annotations
data/data_C4/images_C4/12_endocv2021_positive_25.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/12_endocv2021_positive_289.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/12_endocv2021_positive_38.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/12_endocv2021_positive_503.jpg,"[0, 0, 1, 0]","[0, 0, 14559, 0]",1
data/data_C4/images_C4/12_endocv2021_positive_566.jpg,"[0, 0, 0, 1]","[0, 0, 0, 87732]",1
data/data_C4/images_C4/12_endocv2021_positive_679.jpg,"[0, 0, 0, 1]","[0, 0, 0, 94366]",1
data/data_C4/images_C4/12_endocv2021_positive_768.jpg,"[0, 0, 1, 0]","[0, 0, 33246, 0]",1
data/data_C4/images_C4/12_endocv2021_positive_895.jpg,"[0, 0, 0, 1]","[0, 0, 0, 43338]",1
data/data_C4/images_C4/12_endocv2021_positive_979.jpg,"[0, 0, 0, 1]","[0, 0, 0, 43572]",1
data/data_C4/images_C4/13_endocv2021_positive_222.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/13_endocv2021_positive_464.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/13_endocv2021_positive_550.jpg,"[0, 1, 0, 0]","[0, 6608, 0, 0]",1
data/data_C4/images_C4/13_endocv2021_positive_573.jpg,"[0, 1, 0, 0]","[0, 6529, 0, 0]",1
data/data_C4/images_C4/14_endocv2021_positive_1069.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/14_endocv2021_positive_1119.jpg,"[0, 0, 0, 1]","[0, 0, 0, 740227]",1
data/data_C4/images_C4/14_endocv2021_positive_1242.jpg,"[0, 0, 0, 1]","[0, 0, 0, 123292]",1
data/data_C4/images_C4/14_endocv2021_positive_1266.jpg,"[0, 1, 0, 1]","[0, 457, 0, 298581]",2
data/data_C4/images_C4/14_endocv2021_positive_1435.jpg,"[0, 0, 0, 1]","[0, 0, 0, 383790]",1
data/data_C4/images_C4/14_endocv2021_positive_192.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/14_endocv2021_positive_230.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/14_endocv2021_positive_302.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/14_endocv2021_positive_421.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/14_endocv2021_positive_491.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/14_endocv2021_positive_503.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/14_endocv2021_positive_519.jpg,"[0, 0, 0, 1]","[0, 0, 0, 268603]",1
data/data_C4/images_C4/14_endocv2021_positive_782.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/14_endocv2021_positive_864.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/14_endocv2021_positive_902.jpg,"[0, 1, 0, 1]","[0, 129, 0, 454157]",2
data/data_C4/images_C4/14_endocv2021_positive_949.jpg,"[0, 0, 0, 1]","[0, 0, 0, 348251]",1
data/data_C4/images_C4/15_endocv2021_positive_1283.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/15_endocv2021_positive_1416.jpg,"[0, 0, 0, 1]","[0, 0, 0, 118735]",1
data/data_C4/images_C4/15_endocv2021_positive_962.jpg,"[0, 0, 0, 1]","[0, 0, 0, 62958]",1
data/data_C4/images_C4/15_endocv2021_positive_997.jpg,"[0, 0, 0, 1]","[0, 0, 0, 157450]",1
data/data_C4/images_C4/16_endocv2021_positive_1054.jpg,"[0, 0, 1, 0]","[0, 0, 24672, 0]",1
data/data_C4/images_C4/16_endocv2021_positive_1498.jpg,"[0, 0, 1, 0]","[0, 0, 30121, 0]",1
data/data_C4/images_C4/16_endocv2021_positive_269.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/16_endocv2021_positive_328.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/16_endocv2021_positive_498.jpg,"[0, 0, 1, 0]","[0, 0, 33996, 0]",1
data/data_C4/images_C4/16_endocv2021_positive_557.jpg,"[0, 0, 0, 1]","[0, 0, 0, 71601]",1
data/data_C4/images_C4/16_endocv2021_positive_626.jpg,"[0, 0, 0, 1]","[0, 0, 0, 79853]",1
data/data_C4/images_C4/16_endocv2021_positive_711.jpg,"[0, 0, 0, 1]","[0, 0, 0, 51359]",1
data/data_C4/images_C4/16_endocv2021_positive_849.jpg,"[0, 0, 0, 1]","[0, 0, 0, 48407]",1
data/data_C4/images_C4/17_endocv2021_positive_106.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/17_endocv2021_positive_1456.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/17_endocv2021_positive_1499.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/17_endocv2021_positive_151.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/17_endocv2021_positive_457.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/18_endocv2021_positive_115.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/18_endocv2021_positive_1492.jpg,"[0, 1, 0, 0]","[0, 6950, 0, 0]",1
data/data_C4/images_C4/18_endocv2021_positive_265.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/18_endocv2021_positive_334.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/18_endocv2021_positive_341.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/18_endocv2021_positive_908.jpg,"[0, 1, 0, 0]","[0, 3881, 0, 0]",1
data/data_C4/images_C4/18_endocv2021_positive_960.jpg,"[0, 1, 0, 0]","[0, 5717, 0, 0]",1
data/data_C4/images_C4/19_endocv2021_positive_1134.jpg,"[0, 0, 0, 1]","[0, 0, 0, 253334]",1
data/data_C4/images_C4/19_endocv2021_positive_1193.jpg,"[0, 0, 0, 1]","[0, 0, 0, 389823]",1
data/data_C4/images_C4/19_endocv2021_positive_1222.jpg,"[0, 0, 0, 1]","[0, 0, 0, 176919]",1
data/data_C4/images_C4/19_endocv2021_positive_1307.jpg,"[0, 0, 0, 1]","[0, 0, 0, 125969]",1
data/data_C4/images_C4/19_endocv2021_positive_1410.jpg,"[0, 0, 0, 1]","[0, 0, 0, 75835]",1
data/data_C4/images_C4/19_endocv2021_positive_1477.jpg,"[0, 0, 0, 1]","[0, 0, 0, 78800]",1
data/data_C4/images_C4/19_endocv2021_positive_1496.jpg,"[0, 0, 1, 0]","[0, 0, 36026, 0]",1
data/data_C4/images_C4/19_endocv2021_positive_688.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/19_endocv2021_positive_711.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/19_endocv2021_positive_757.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/19_endocv2021_positive_787.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/19_endocv2021_positive_845.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/19_endocv2021_positive_879.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/20_endocv2021_positive_270.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/20_endocv2021_positive_417.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/20_endocv2021_positive_434.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/20_endocv2021_positive_544.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/20_endocv2021_positive_69.jpg,"[0, 0, 0, 1]","[0, 0, 0, 602926]",1
data/data_C4/images_C4/20_endocv2021_positive_708.jpg,"[0, 0, 1, 0]","[0, 0, 10302, 0]",1
data/data_C4/images_C4/20_endocv2021_positive_782.jpg,"[0, 0, 1, 0]","[0, 0, 17189, 0]",1
data/data_C4/images_C4/20_endocv2021_positive_873.jpg,"[0, 0, 1, 0]","[0, 0, 26563, 0]",1
data/data_C4/images_C4/20_endocv2021_positive_994.jpg,"[0, 0, 0, 1]","[0, 0, 0, 67537]",1
data/data_C4/images_C4/21_endocv2021_positive_1129.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/21_endocv2021_positive_1207.jpg,"[0, 0, 1, 0]","[0, 0, 16570, 0]",1
data/data_C4/images_C4/21_endocv2021_positive_1321.jpg,"[0, 0, 1, 0]","[0, 0, 31009, 0]",1
data/data_C4/images_C4/21_endocv2021_positive_1482.jpg,"[0, 0, 1, 0]","[0, 0, 32702, 0]",1
data/data_C4/images_C4/21_endocv2021_positive_1498.jpg,"[0, 0, 1, 0]","[0, 0, 30584, 0]",1
data/data_C4/images_C4/21_endocv2021_positive_812.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/21_endocv2021_positive_829.jpg,"[0, 0, 1, 0]","[0, 0, 34991, 0]",1
data/data_C4/images_C4/21_endocv2021_positive_939.jpg,"[0, 1, 0, 0]","[0, 9264, 0, 0]",1
data/data_C4/images_C4/22_endocv2021_positive_1095.jpg,"[0, 0, 0, 1]","[0, 0, 0, 242347]",1
data/data_C4/images_C4/22_endocv2021_positive_1165.jpg,"[0, 0, 0, 1]","[0, 0, 0, 361397]",1
data/data_C4/images_C4/22_endocv2021_positive_1266.jpg,"[0, 0, 0, 1]","[0, 0, 0, 418370]",1
data/data_C4/images_C4/22_endocv2021_positive_1318.jpg,"[0, 0, 0, 1]","[0, 0, 0, 227244]",1
data/data_C4/images_C4/22_endocv2021_positive_1352.jpg,"[0, 0, 0, 1]","[0, 0, 0, 180465]",1
data/data_C4/images_C4/22_endocv2021_positive_1424.jpg,"[0, 0, 0, 1]","[0, 0, 0, 198980]",1
data/data_C4/images_C4/22_endocv2021_positive_225.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/22_endocv2021_positive_625.jpg,"[0, 1, 0, 0]","[0, 5459, 0, 0]",1
data/data_C4/images_C4/22_endocv2021_positive_982.jpg,"[0, 1, 0, 0]","[0, 2625, 0, 0]",1
data/data_C4/images_C4/23_endocv2021_positive_1047.jpg,"[0, 0, 0, 1]","[0, 0, 0, 60792]",1
data/data_C4/images_C4/23_endocv2021_positive_1084.jpg,"[0, 0, 0, 1]","[0, 0, 0, 64521]",1
data/data_C4/images_C4/23_endocv2021_positive_1111.jpg,"[0, 0, 0, 1]","[0, 0, 0, 89556]",1
data/data_C4/images_C4/23_endocv2021_positive_1169.jpg,"[0, 0, 0, 1]","[0, 0, 0, 112236]",1
data/data_C4/images_C4/23_endocv2021_positive_1252.jpg,"[0, 0, 1, 0]","[0, 0, 39108, 0]",1
data/data_C4/images_C4/23_endocv2021_positive_1299.jpg,"[0, 0, 0, 1]","[0, 0, 0, 77986]",1
data/data_C4/images_C4/23_endocv2021_positive_1337.jpg,"[0, 0, 0, 1]","[0, 0, 0, 190392]",1
data/data_C4/images_C4/23_endocv2021_positive_1460.jpg,"[0, 0, 0, 1]","[0, 0, 0, 44318]",1
data/data_C4/images_C4/23_endocv2021_positive_254.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/23_endocv2021_positive_269.jpg,"[0, 0, 0, 1]","[0, 0, 0, 45278]",1
data/data_C4/images_C4/23_endocv2021_positive_310.jpg,"[0, 0, 0, 1]","[0, 0, 0, 92119]",1
data/data_C4/images_C4/23_endocv2021_positive_316.jpg,"[0, 0, 0, 1]","[0, 0, 0, 135652]",1
data/data_C4/images_C4/23_endocv2021_positive_370.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/23_endocv2021_positive_375.jpg,"[0, 0, 0, 1]","[0, 0, 0, 670949]",1
data/data_C4/images_C4/23_endocv2021_positive_417.jpg,"[0, 0, 0, 1]","[0, 0, 0, 184264]",1
data/data_C4/images_C4/23_endocv2021_positive_440.jpg,"[0, 0, 0, 2]","[0, 0, 0, 349613]",2
data/data_C4/images_C4/23_endocv2021_positive_480.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/23_endocv2021_positive_768.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/23_endocv2021_positive_98.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/24_endocv2021_positive_1074.jpg,"[0, 0, 0, 1]","[0, 0, 0, 204694]",1
data/data_C4/images_C4/24_endocv2021_positive_1139.jpg,"[0, 0, 0, 1]","[0, 0, 0, 246734]",1
data/data_C4/images_C4/24_endocv2021_positive_1150.jpg,"[0, 0, 0, 1]","[0, 0, 0, 525744]",1
data/data_C4/images_C4/24_endocv2021_positive_1319.jpg,"[0, 0, 0, 1]","[0, 0, 0, 187625]",1
data/data_C4/images_C4/24_endocv2021_positive_1349.jpg,"[0, 0, 0, 1]","[0, 0, 0, 84401]",1
data/data_C4/images_C4/24_endocv2021_positive_1415.jpg,"[0, 0, 0, 1]","[0, 0, 0, 488296]",1
data/data_C4/images_C4/24_endocv2021_positive_189.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/24_endocv2021_positive_801.jpg,"[0, 0, 0, 1]","[0, 0, 0, 104081]",1
data/data_C4/images_C4/25_endocv2021_positive_1037.jpg,"[0, 0, 0, 1]","[0, 0, 0, 128455]",1
data/data_C4/images_C4/25_endocv2021_positive_172.jpg,"[0, 0, 1, 0]","[0, 0, 26611, 0]",1
data/data_C4/images_C4/25_endocv2021_positive_225.jpg,"[0, 0, 0, 1]","[0, 0, 0, 440535]",1
data/data_C4/images_C4/25_endocv2021_positive_29.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/25_endocv2021_positive_3.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/25_endocv2021_positive_761.jpg,"[0, 0, 0, 1]","[0, 0, 0, 163592]",1
data/data_C4/images_C4/26_endocv2021_positive_1093.jpg,"[0, 0, 0, 1]","[0, 0, 0, 124285]",1
data/data_C4/images_C4/26_endocv2021_positive_1156.jpg,"[0, 0, 0, 1]","[0, 0, 0, 194075]",1
data/data_C4/images_C4/26_endocv2021_positive_14.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/26_endocv2021_positive_588.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/26_endocv2021_positive_684.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/27_endocv2021_positive_1257.jpg,"[0, 0, 0, 1]","[0, 0, 0, 45169]",1
data/data_C4/images_C4/27_endocv2021_positive_132.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/27_endocv2021_positive_216.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/27_endocv2021_positive_27.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/27_endocv2021_positive_289.jpg,"[0, 0, 0, 1]","[0, 0, 0, 59685]",1
data/data_C4/images_C4/27_endocv2021_positive_975.jpg,"[0, 0, 0, 1]","[0, 0, 0, 86182]",1
data/data_C4/images_C4/28_endocv2021_positive_1034.jpg,"[0, 0, 0, 1]","[0, 0, 0, 45176]",1
data/data_C4/images_C4/28_endocv2021_positive_1135.jpg,"[0, 0, 0, 1]","[0, 0, 0, 48452]",1
data/data_C4/images_C4/28_endocv2021_positive_1311.jpg,"[0, 0, 0, 1]","[0, 0, 0, 145357]",1
data/data_C4/images_C4/28_endocv2021_positive_1342.jpg,"[0, 0, 0, 1]","[0, 0, 0, 145969]",1
data/data_C4/images_C4/28_endocv2021_positive_201.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/28_endocv2021_positive_545.jpg,"[0, 0, 0, 1]","[0, 0, 0, 53223]",1
data/data_C4/images_C4/28_endocv2021_positive_708.jpg,"[0, 0, 1, 0]","[0, 0, 22926, 0]",1
data/data_C4/images_C4/29_endocv2021_positive_254.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/29_endocv2021_positive_323.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/29_endocv2021_positive_39.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/29_endocv2021_positive_437.jpg,"[0, 0, 0, 1]","[0, 0, 0, 77344]",1
data/data_C4/images_C4/29_endocv2021_positive_471.jpg,"[0, 0, 0, 1]","[0, 0, 0, 185682]",1
data/data_C4/images_C4/29_endocv2021_positive_606.jpg,"[0, 0, 0, 1]","[0, 0, 0, 45074]",1
data/data_C4/images_C4/29_endocv2021_positive_704.jpg,"[0, 0, 0, 1]","[0, 0, 0, 183083]",1
data/data_C4/images_C4/29_endocv2021_positive_738.jpg,"[0, 0, 0, 1]","[0, 0, 0, 171075]",1
data/data_C4/images_C4/30_endocv2021_positive_1057.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/30_endocv2021_positive_1417.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/30_endocv2021_positive_1459.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/30_endocv2021_positive_447.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/30_endocv2021_positive_480.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/30_endocv2021_positive_614.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/30_endocv2021_positive_876.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/30_endocv2021_positive_898.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/31_endocv2021_positive_1318.jpg,"[0, 0, 0, 1]","[0, 0, 0, 156297]",1
data/data_C4/images_C4/31_endocv2021_positive_1403.jpg,"[0, 0, 0, 1]","[0, 0, 0, 60141]",1
data/data_C4/images_C4/31_endocv2021_positive_251.jpg,"[0, 0, 0, 1]","[0, 0, 0, 158038]",1
data/data_C4/images_C4/31_endocv2021_positive_3292.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/31_endocv2021_positive_38.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/32_endocv2021_positive_269.jpg,"[0, 0, 0, 1]","[0, 0, 0, 356153]",1
data/data_C4/images_C4/32_endocv2021_positive_339.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/33_endocv2021_positive_1130.jpg,"[0, 0, 0, 1]","[0, 0, 0, 92528]",1
data/data_C4/images_C4/33_endocv2021_positive_376.jpg,"[0, 0, 0, 1]","[0, 0, 0, 59988]",1
data/data_C4/images_C4/33_endocv2021_positive_887.jpg,"[0, 0, 0, 1]","[0, 0, 0, 83448]",1
data/data_C4/images_C4/33_endocv2021_positive_958.jpg,"[0, 0, 0, 1]","[0, 0, 0, 179621]",1
data/data_C4/images_C4/34_endocv2021_positive_1030.jpg,"[0, 0, 1, 0]","[0, 0, 33851, 0]",1
data/data_C4/images_C4/34_endocv2021_positive_300.jpg,"[0, 0, 0, 1]","[0, 0, 0, 46416]",1
data/data_C4/images_C4/34_endocv2021_positive_432.jpg,"[0, 0, 1, 0]","[0, 0, 18469, 0]",1
data/data_C4/images_C4/34_endocv2021_positive_638.jpg,"[0, 0, 1, 0]","[0, 0, 19536, 0]",1
data/data_C4/images_C4/35_endocv2021_negative_1005.jpg,"[0, 0, 0, 1]","[0, 0, 0, 169324]",1
data/data_C4/images_C4/35_endocv2021_negative_1027.jpg,"[0, 0, 0, 1]","[0, 0, 0, 106807]",1
data/data_C4/images_C4/35_endocv2021_negative_1058.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/4_endocv2021_positive_1020.jpg,"[0, 0, 0, 1]","[0, 0, 0, 74171]",1
data/data_C4/images_C4/4_endocv2021_positive_1382.jpg,"[0, 0, 0, 1]","[0, 0, 0, 60614]",1
data/data_C4/images_C4/4_endocv2021_positive_34.jpg,"[0, 0, 0, 1]","[0, 0, 0, 64432]",1
data/data_C4/images_C4/4_endocv2021_positive_954.jpg,"[0, 0, 1, 0]","[0, 0, 32546, 0]",1
data/data_C4/images_C4/5_endocv2021_positive_1114.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/5_endocv2021_positive_1122.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/5_endocv2021_positive_632.jpg,"[0, 0, 0, 1]","[0, 0, 0, 118092]",1
data/data_C4/images_C4/5_endocv2021_positive_868.jpg,"[0, 0, 0, 1]","[0, 0, 0, 268992]",1
data/data_C4/images_C4/5_endocv2021_positive_970.jpg,"[0, 1, 0, 0]","[0, 9132, 0, 0]",1
data/data_C4/images_C4/6_endocv2021_positive_1007.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/6_endocv2021_positive_1308.jpg,"[0, 0, 0, 0]","[0, 0, 0, 0]",0
data/data_C4/images_C4/6_endocv2021_positive_233.jpg,"[0, 1, 0, 0]","[0, 2765, 0, 0]",1
data/data_C4/images_C4/6_endocv2021_positive_263.jpg,"[0, 1, 0, 0]","[0, 5097, 0, 0]",1
data/data_C4/images_C4/6_endocv2021_positive_335.jpg,"[0, 0, 1, 0]","[0, 0, 11296, 0]",1
data/data_C4/images_C4/6_endocv2021_positive_388.jpg,"[0, 1, 0, 0]","[0, 8143, 0, 0]",1
data/data_C4/images_C4/6_endocv2021_positive_503.jpg,"[0, 1, 0, 0]","[0, 6224, 0, 0]",1
data/data_C4/images_C4/8_endocv2021_positive_1447.jpg,"[0, 0, 1, 0]","[0, 0, 38371, 0]",1
data/data_C4/images_C4/9_endocv2021_positive_1006.jpg,"[0, 0, 0, 1]","[0, 0, 0, 878837]",1
data/data_C4/images_C4/9_endocv2021_positive_1269.jpg,"[0, 1, 0, 2]","[0, 344, 0, 393800]",3
data/data_C4/images_C4/9_endocv2021_positive_1362.jpg,"[0, 0, 0, 1]","[0, 0, 0, 507493]",1
data/data_C4/images_C4/9_endocv2021_positive_198.jpg,"[0, 0, 0, 1]","[0, 0, 0, 431417]",1
data/data_C4/images_C4/9_endocv2021_positive_247.jpg,"[0, 0, 0, 1]","[0, 0, 0, 1170831]",1
data/data_C4/images_C4/9_endocv2021_positive_275.jpg,"[0, 0, 0, 1]","[0, 0, 0, 1072084]",1
data/data_C4/images_C4/9_endocv2021_positive_324.jpg,"[0, 0, 0, 1]","[0, 0, 0, 1051844]",1
data/data_C4/images_C4/9_endocv2021_positive_457.jpg,"[0, 0, 0, 1]","[0, 0, 0, 896883]",1
data/data_C4/images_C4/9_endocv2021_positive_538.jpg,"[0, 1, 0, 1]","[0, 112, 0, 809462]",2
data/data_C4/images_C4/9_endocv2021_positive_586.jpg,"[0, 1, 0, 2]","[0, 123, 0, 581115]",3
data/data_C4/images_C4/9_endocv2021_positive_650.jpg,"[0, 0, 0, 1]","[0, 0, 0, 299689]",1
data/data_C4/images_C4/9_endocv2021_positive_729.jpg,"[0, 0, 0, 1]","[0, 0, 0, 90394]",1
data/data_C4/images_C4/9_endocv2021_positive_864.jpg,"[0, 0, 0, 2]","[0, 0, 0, 546427]",2
