fileList,sizeType,sizeVal,annotations
data/data_C3/images_C3/C3_EndoCV2021_0012.jpg,"[0, 0, 0, 1]","[0, 0, 0, 107618]",1
data/data_C3/images_C3/C3_EndoCV2021_00120.jpg,"[0, 0, 0, 1]","[0, 0, 0, 139540]",1
data/data_C3/images_C3/C3_EndoCV2021_00121.jpg,"[0, 0, 0, 1]","[0, 0, 0, 123877]",1
data/data_C3/images_C3/C3_EndoCV2021_00122.jpg,"[0, 0, 0, 1]","[0, 0, 0, 150851]",1
data/data_C3/images_C3/C3_EndoCV2021_00123.jpg,"[0, 0, 0, 1]","[0, 0, 0, 130286]",1
data/data_C3/images_C3/C3_EndoCV2021_00124.jpg,"[0, 0, 0, 1]","[0, 0, 0, 295661]",1
data/data_C3/images_C3/C3_EndoCV2021_00126.jpg,"[0, 0, 0, 1]","[0, 0, 0, 144423]",1
data/data_C3/images_C3/C3_EndoCV2021_00127.jpg,"[0, 0, 0, 1]","[0, 0, 0, 211549]",1
data/data_C3/images_C3/C3_EndoCV2021_00129.jpg,"[0, 0, 0, 1]","[0, 0, 0, 361626]",1
data/data_C3/images_C3/C3_EndoCV2021_0013.jpg,"[0, 0, 0, 1]","[0, 0, 0, 400196]",1
data/data_C3/images_C3/C3_EndoCV2021_00130.jpg,"[0, 0, 0, 1]","[0, 0, 0, 226313]",1
data/data_C3/images_C3/C3_EndoCV2021_00131.jpg,"[0, 0, 0, 1]","[0, 0, 0, 222964]",1
data/data_C3/images_C3/C3_EndoCV2021_00132.jpg,"[0, 0, 0, 1]","[0, 0, 0, 74258]",1
data/data_C3/images_C3/C3_EndoCV2021_00133.jpg,"[0, 0, 0, 1]","[0, 0, 0, 60777]",1
data/data_C3/images_C3/C3_EndoCV2021_00134.jpg,"[0, 0, 0, 1]","[0, 0, 0, 227809]",1
data/data_C3/images_C3/C3_EndoCV2021_00135.jpg,"[0, 0, 0, 1]","[0, 0, 0, 138895]",1
data/data_C3/images_C3/C3_EndoCV2021_00136.jpg,"[0, 0, 0, 1]","[0, 0, 0, 292943]",1
data/data_C3/images_C3/C3_EndoCV2021_00137.jpg,"[0, 0, 1, 0]","[0, 0, 16842, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00138.jpg,"[0, 0, 0, 1]","[0, 0, 0, 103903]",1
data/data_C3/images_C3/C3_EndoCV2021_00139.jpg,"[0, 0, 1, 0]","[0, 0, 13059, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_0014.jpg,"[0, 0, 0, 1]","[0, 0, 0, 96482]",1
data/data_C3/images_C3/C3_EndoCV2021_00140.jpg,"[0, 0, 0, 2]","[0, 0, 0, 44724]",2
data/data_C3/images_C3/C3_EndoCV2021_00141.jpg,"[0, 0, 1, 0]","[0, 0, 16176, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00142.jpg,"[0, 0, 0, 1]","[0, 0, 0, 526327]",1
data/data_C3/images_C3/C3_EndoCV2021_00143.jpg,"[0, 1, 0, 1]","[0, 162, 0, 598073]",2
data/data_C3/images_C3/C3_EndoCV2021_00144.jpg,"[0, 0, 0, 1]","[0, 0, 0, 173799]",1
data/data_C3/images_C3/C3_EndoCV2021_00145.jpg,"[0, 1, 0, 0]","[0, 6539, 0, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00146.jpg,"[0, 0, 0, 1]","[0, 0, 0, 294511]",1
data/data_C3/images_C3/C3_EndoCV2021_00147.jpg,"[0, 0, 0, 1]","[0, 0, 0, 173602]",1
data/data_C3/images_C3/C3_EndoCV2021_00148.jpg,"[0, 0, 0, 1]","[0, 0, 0, 137561]",1
data/data_C3/images_C3/C3_EndoCV2021_00149.jpg,"[0, 0, 0, 1]","[0, 0, 0, 258722]",1
data/data_C3/images_C3/C3_EndoCV2021_0015.jpg,"[0, 0, 0, 1]","[0, 0, 0, 127144]",1
data/data_C3/images_C3/C3_EndoCV2021_00150.jpg,"[0, 0, 0, 1]","[0, 0, 0, 162939]",1
data/data_C3/images_C3/C3_EndoCV2021_00151.jpg,"[0, 0, 0, 1]","[0, 0, 0, 68565]",1
data/data_C3/images_C3/C3_EndoCV2021_00152.jpg,"[0, 0, 0, 1]","[0, 0, 0, 110417]",1
data/data_C3/images_C3/C3_EndoCV2021_00153.jpg,"[0, 0, 0, 1]","[0, 0, 0, 75031]",1
data/data_C3/images_C3/C3_EndoCV2021_00154.jpg,"[0, 0, 0, 1]","[0, 0, 0, 110549]",1
data/data_C3/images_C3/C3_EndoCV2021_00155.jpg,"[0, 0, 0, 1]","[0, 0, 0, 106008]",1
data/data_C3/images_C3/C3_EndoCV2021_00156.jpg,"[0, 1, 0, 1]","[0, 9102, 0, 89542]",2
data/data_C3/images_C3/C3_EndoCV2021_00157.jpg,"[0, 0, 1, 0]","[0, 0, 33359, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00158.jpg,"[0, 0, 1, 0]","[0, 0, 11317, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00159.jpg,"[0, 0, 0, 1]","[0, 0, 0, 62514]",1
data/data_C3/images_C3/C3_EndoCV2021_0016.jpg,"[0, 0, 0, 1]","[0, 0, 0, 113842]",1
data/data_C3/images_C3/C3_EndoCV2021_00160.jpg,"[0, 0, 0, 1]","[0, 0, 0, 48671]",1
data/data_C3/images_C3/C3_EndoCV2021_00161.jpg,"[0, 0, 0, 1]","[0, 0, 0, 44629]",1
data/data_C3/images_C3/C3_EndoCV2021_00162.jpg,"[0, 0, 0, 1]","[0, 0, 0, 108317]",1
data/data_C3/images_C3/C3_EndoCV2021_00163.jpg,"[0, 0, 1, 0]","[0, 0, 19718, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00164.jpg,"[0, 0, 1, 0]","[0, 0, 18551, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00165.jpg,"[0, 0, 1, 0]","[0, 0, 15594, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00166.jpg,"[0, 0, 0, 1]","[0, 0, 0, 345898]",1
data/data_C3/images_C3/C3_EndoCV2021_00167.jpg,"[0, 0, 1, 0]","[0, 0, 37679, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00168.jpg,"[0, 0, 1, 0]","[0, 0, 38977, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00169.jpg,"[0, 0, 1, 0]","[0, 0, 12266, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00170.jpg,"[0, 0, 1, 0]","[0, 0, 19619, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00175.jpg,"[0, 0, 0, 1]","[0, 0, 0, 611527]",1
data/data_C3/images_C3/C3_EndoCV2021_00176.jpg,"[0, 0, 2, 0]","[0, 0, 11838, 0]",2
data/data_C3/images_C3/C3_EndoCV2021_00177.jpg,"[0, 1, 0, 0]","[0, 9096, 0, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00178.jpg,"[0, 0, 1, 0]","[0, 0, 14619, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00179.jpg,"[0, 3, 1, 0]","[0, 2019, 10062, 0]",4
data/data_C3/images_C3/C3_EndoCV2021_00180.jpg,"[0, 0, 0, 1]","[0, 0, 0, 104723]",1
data/data_C3/images_C3/C3_EndoCV2021_00181.jpg,"[0, 1, 0, 0]","[0, 6813, 0, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00182.jpg,"[0, 0, 1, 1]","[0, 0, 10375, 42050]",2
data/data_C3/images_C3/C3_EndoCV2021_00183.jpg,"[0, 0, 0, 1]","[0, 0, 0, 136138]",1
data/data_C3/images_C3/C3_EndoCV2021_00184.jpg,"[0, 0, 0, 1]","[0, 0, 0, 73569]",1
data/data_C3/images_C3/C3_EndoCV2021_00185.jpg,"[0, 0, 0, 1]","[0, 0, 0, 94097]",1
data/data_C3/images_C3/C3_EndoCV2021_00186.jpg,"[0, 0, 0, 1]","[0, 0, 0, 287844]",1
data/data_C3/images_C3/C3_EndoCV2021_00188.jpg,"[0, 0, 0, 1]","[0, 0, 0, 296622]",1
data/data_C3/images_C3/C3_EndoCV2021_00189.jpg,"[0, 0, 0, 1]","[0, 0, 0, 55494]",1
data/data_C3/images_C3/C3_EndoCV2021_00190.jpg,"[0, 0, 0, 1]","[0, 0, 0, 92631]",1
data/data_C3/images_C3/C3_EndoCV2021_00191.jpg,"[0, 0, 0, 1]","[0, 0, 0, 76375]",1
data/data_C3/images_C3/C3_EndoCV2021_00192.jpg,"[0, 0, 1, 0]","[0, 0, 35219, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00193.jpg,"[0, 0, 0, 1]","[0, 0, 0, 236542]",1
data/data_C3/images_C3/C3_EndoCV2021_00194.jpg,"[0, 0, 0, 1]","[0, 0, 0, 250308]",1
data/data_C3/images_C3/C3_EndoCV2021_00195.jpg,"[0, 0, 0, 1]","[0, 0, 0, 61757]",1
data/data_C3/images_C3/C3_EndoCV2021_00196.jpg,"[0, 0, 1, 0]","[0, 0, 32330, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00197.jpg,"[0, 0, 0, 1]","[0, 0, 0, 144393]",1
data/data_C3/images_C3/C3_EndoCV2021_00198.jpg,"[0, 0, 0, 1]","[0, 0, 0, 186609]",1
data/data_C3/images_C3/C3_EndoCV2021_00199.jpg,"[0, 0, 0, 1]","[0, 0, 0, 401455]",1
data/data_C3/images_C3/C3_EndoCV2021_002.jpg,"[0, 0, 0, 1]","[0, 0, 0, 48580]",1
data/data_C3/images_C3/C3_EndoCV2021_0020.jpg,"[0, 0, 0, 1]","[0, 0, 0, 47411]",1
data/data_C3/images_C3/C3_EndoCV2021_00200.jpg,"[0, 0, 0, 1]","[0, 0, 0, 166167]",1
data/data_C3/images_C3/C3_EndoCV2021_00201.jpg,"[0, 0, 0, 1]","[0, 0, 0, 72679]",1
data/data_C3/images_C3/C3_EndoCV2021_00202.jpg,"[0, 0, 0, 1]","[0, 0, 0, 210422]",1
data/data_C3/images_C3/C3_EndoCV2021_00205.jpg,"[0, 0, 0, 1]","[0, 0, 0, 239791]",1
data/data_C3/images_C3/C3_EndoCV2021_00206.jpg,"[0, 0, 0, 1]","[0, 0, 0, 155303]",1
data/data_C3/images_C3/C3_EndoCV2021_00207.jpg,"[0, 0, 1, 0]","[0, 0, 21661, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00208.jpg,"[0, 0, 3, 1]","[0, 0, 10786, 522709]",4
data/data_C3/images_C3/C3_EndoCV2021_00209.jpg,"[0, 0, 0, 1]","[0, 0, 0, 345935]",1
data/data_C3/images_C3/C3_EndoCV2021_0021.jpg,"[0, 0, 0, 1]","[0, 0, 0, 197985]",1
data/data_C3/images_C3/C3_EndoCV2021_00210.jpg,"[0, 0, 0, 1]","[0, 0, 0, 69910]",1
data/data_C3/images_C3/C3_EndoCV2021_00211.jpg,"[0, 0, 0, 1]","[0, 0, 0, 60507]",1
data/data_C3/images_C3/C3_EndoCV2021_00212.jpg,"[0, 0, 0, 1]","[0, 0, 0, 366632]",1
data/data_C3/images_C3/C3_EndoCV2021_00213.jpg,"[0, 0, 0, 1]","[0, 0, 0, 147702]",1
data/data_C3/images_C3/C3_EndoCV2021_00214.jpg,"[0, 0, 0, 1]","[0, 0, 0, 82331]",1
data/data_C3/images_C3/C3_EndoCV2021_00215.jpg,"[0, 0, 0, 1]","[0, 0, 0, 94234]",1
data/data_C3/images_C3/C3_EndoCV2021_00216.jpg,"[0, 0, 1, 0]","[0, 0, 25297, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00217.jpg,"[0, 0, 0, 1]","[0, 0, 0, 44869]",1
data/data_C3/images_C3/C3_EndoCV2021_00218.jpg,"[0, 0, 0, 1]","[0, 0, 0, 78041]",1
data/data_C3/images_C3/C3_EndoCV2021_00219.jpg,"[0, 0, 0, 1]","[0, 0, 0, 101474]",1
data/data_C3/images_C3/C3_EndoCV2021_0022.jpg,"[0, 0, 0, 1]","[0, 0, 0, 73838]",1
data/data_C3/images_C3/C3_EndoCV2021_00220.jpg,"[0, 0, 0, 1]","[0, 0, 0, 98300]",1
data/data_C3/images_C3/C3_EndoCV2021_00221.jpg,"[0, 0, 1, 0]","[0, 0, 37215, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00222.jpg,"[0, 0, 1, 0]","[0, 0, 21534, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00223.jpg,"[0, 0, 0, 1]","[0, 0, 0, 614418]",1
data/data_C3/images_C3/C3_EndoCV2021_00224.jpg,"[0, 0, 0, 1]","[0, 0, 0, 340074]",1
data/data_C3/images_C3/C3_EndoCV2021_00225.jpg,"[0, 0, 0, 1]","[0, 0, 0, 301172]",1
data/data_C3/images_C3/C3_EndoCV2021_00226.jpg,"[0, 0, 0, 1]","[0, 0, 0, 49587]",1
data/data_C3/images_C3/C3_EndoCV2021_00227.jpg,"[0, 0, 1, 0]","[0, 0, 33609, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00228.jpg,"[0, 0, 0, 1]","[0, 0, 0, 169224]",1
data/data_C3/images_C3/C3_EndoCV2021_00229.jpg,"[0, 0, 0, 1]","[0, 0, 0, 638477]",1
data/data_C3/images_C3/C3_EndoCV2021_0023.jpg,"[0, 0, 1, 0]","[0, 0, 37170, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00230.jpg,"[0, 0, 0, 1]","[0, 0, 0, 642977]",1
data/data_C3/images_C3/C3_EndoCV2021_00231.jpg,"[0, 0, 0, 1]","[0, 0, 0, 430047]",1
data/data_C3/images_C3/C3_EndoCV2021_00232.jpg,"[0, 0, 0, 1]","[0, 0, 0, 753891]",1
data/data_C3/images_C3/C3_EndoCV2021_00233.jpg,"[0, 0, 0, 1]","[0, 0, 0, 851701]",1
data/data_C3/images_C3/C3_EndoCV2021_00234.jpg,"[0, 0, 0, 1]","[0, 0, 0, 51745]",1
data/data_C3/images_C3/C3_EndoCV2021_00235.jpg,"[0, 0, 0, 1]","[0, 0, 0, 83109]",1
data/data_C3/images_C3/C3_EndoCV2021_00236.jpg,"[0, 0, 0, 1]","[0, 0, 0, 162477]",1
data/data_C3/images_C3/C3_EndoCV2021_00237.jpg,"[0, 0, 0, 1]","[0, 0, 0, 77553]",1
data/data_C3/images_C3/C3_EndoCV2021_00238.jpg,"[0, 0, 0, 1]","[0, 0, 0, 433655]",1
data/data_C3/images_C3/C3_EndoCV2021_00239.jpg,"[0, 0, 1, 0]","[0, 0, 10858, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_0024.jpg,"[0, 0, 0, 1]","[0, 0, 0, 51202]",1
data/data_C3/images_C3/C3_EndoCV2021_00240.jpg,"[0, 0, 0, 1]","[0, 0, 0, 51086]",1
data/data_C3/images_C3/C3_EndoCV2021_00241.jpg,"[0, 0, 1, 0]","[0, 0, 16177, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00242.jpg,"[0, 0, 0, 1]","[0, 0, 0, 609308]",1
data/data_C3/images_C3/C3_EndoCV2021_00243.jpg,"[0, 0, 0, 1]","[0, 0, 0, 233814]",1
data/data_C3/images_C3/C3_EndoCV2021_00244.jpg,"[0, 0, 0, 1]","[0, 0, 0, 141125]",1
data/data_C3/images_C3/C3_EndoCV2021_00245.jpg,"[0, 0, 0, 1]","[0, 0, 0, 47615]",1
data/data_C3/images_C3/C3_EndoCV2021_00246.jpg,"[0, 0, 1, 0]","[0, 0, 33147, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00247.jpg,"[0, 0, 0, 1]","[0, 0, 0, 391075]",1
data/data_C3/images_C3/C3_EndoCV2021_00248.jpg,"[0, 3, 2, 0]","[0, 6727, 11974, 0]",5
data/data_C3/images_C3/C3_EndoCV2021_00249.jpg,"[0, 0, 0, 1]","[0, 0, 0, 135201]",1
data/data_C3/images_C3/C3_EndoCV2021_00250.jpg,"[0, 0, 0, 1]","[0, 0, 0, 280717]",1
data/data_C3/images_C3/C3_EndoCV2021_00251.jpg,"[0, 0, 1, 0]","[0, 0, 29355, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00252.jpg,"[0, 1, 0, 1]","[0, 136, 0, 244601]",2
data/data_C3/images_C3/C3_EndoCV2021_00253.jpg,"[0, 0, 0, 1]","[0, 0, 0, 185546]",1
data/data_C3/images_C3/C3_EndoCV2021_00254.jpg,"[0, 0, 0, 1]","[0, 0, 0, 449060]",1
data/data_C3/images_C3/C3_EndoCV2021_00255.jpg,"[0, 0, 0, 1]","[0, 0, 0, 102990]",1
data/data_C3/images_C3/C3_EndoCV2021_00256.jpg,"[0, 0, 0, 1]","[0, 0, 0, 106385]",1
data/data_C3/images_C3/C3_EndoCV2021_00258.jpg,"[0, 0, 0, 1]","[0, 0, 0, 194386]",1
data/data_C3/images_C3/C3_EndoCV2021_00259.jpg,"[0, 0, 0, 1]","[0, 0, 0, 56246]",1
data/data_C3/images_C3/C3_EndoCV2021_0026.jpg,"[0, 1, 0, 0]","[0, 7341, 0, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00260.jpg,"[0, 1, 1, 0]","[0, 8747, 12406, 0]",2
data/data_C3/images_C3/C3_EndoCV2021_00261.jpg,"[0, 0, 1, 0]","[0, 0, 34439, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00262.jpg,"[0, 0, 1, 0]","[0, 0, 33803, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00263.jpg,"[0, 0, 1, 0]","[0, 0, 33063, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00264.jpg,"[0, 1, 0, 0]","[0, 8204, 0, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00265.jpg,"[0, 0, 0, 1]","[0, 0, 0, 59021]",1
data/data_C3/images_C3/C3_EndoCV2021_00266.jpg,"[0, 0, 1, 0]","[0, 0, 31976, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00267.jpg,"[0, 0, 0, 1]","[0, 0, 0, 192521]",1
data/data_C3/images_C3/C3_EndoCV2021_00268.jpg,"[0, 0, 0, 1]","[0, 0, 0, 99047]",1
data/data_C3/images_C3/C3_EndoCV2021_00269.jpg,"[0, 0, 0, 1]","[0, 0, 0, 112746]",1
data/data_C3/images_C3/C3_EndoCV2021_0027.jpg,"[0, 0, 0, 1]","[0, 0, 0, 66071]",1
data/data_C3/images_C3/C3_EndoCV2021_00270.jpg,"[0, 0, 0, 1]","[0, 0, 0, 69804]",1
data/data_C3/images_C3/C3_EndoCV2021_00271.jpg,"[0, 0, 0, 1]","[0, 0, 0, 281297]",1
data/data_C3/images_C3/C3_EndoCV2021_00272.jpg,"[0, 0, 0, 1]","[0, 0, 0, 391725]",1
data/data_C3/images_C3/C3_EndoCV2021_00273.jpg,"[0, 0, 0, 1]","[0, 0, 0, 458657]",1
data/data_C3/images_C3/C3_EndoCV2021_00274.jpg,"[0, 1, 0, 0]","[0, 5041, 0, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00275.jpg,"[0, 0, 0, 1]","[0, 0, 0, 98397]",1
data/data_C3/images_C3/C3_EndoCV2021_00276.jpg,"[0, 0, 0, 1]","[0, 0, 0, 62853]",1
data/data_C3/images_C3/C3_EndoCV2021_00277.jpg,"[0, 0, 0, 1]","[0, 0, 0, 87493]",1
data/data_C3/images_C3/C3_EndoCV2021_00278.jpg,"[0, 0, 0, 1]","[0, 0, 0, 92257]",1
data/data_C3/images_C3/C3_EndoCV2021_00279.jpg,"[0, 0, 1, 0]","[0, 0, 16907, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_0028.jpg,"[0, 0, 1, 0]","[0, 0, 30508, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00280.jpg,"[0, 0, 1, 0]","[0, 0, 17111, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00281.jpg,"[0, 0, 0, 1]","[0, 0, 0, 454838]",1
data/data_C3/images_C3/C3_EndoCV2021_00282.jpg,"[0, 0, 0, 1]","[0, 0, 0, 335407]",1
data/data_C3/images_C3/C3_EndoCV2021_00283.jpg,"[0, 0, 1, 0]","[0, 0, 16100, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00284.jpg,"[0, 0, 0, 1]","[0, 0, 0, 58510]",1
data/data_C3/images_C3/C3_EndoCV2021_00285.jpg,"[0, 0, 0, 1]","[0, 0, 0, 41680]",1
data/data_C3/images_C3/C3_EndoCV2021_00286.jpg,"[0, 0, 0, 1]","[0, 0, 0, 120405]",1
data/data_C3/images_C3/C3_EndoCV2021_00287.jpg,"[0, 0, 0, 1]","[0, 0, 0, 117343]",1
data/data_C3/images_C3/C3_EndoCV2021_00288.jpg,"[0, 0, 0, 1]","[0, 0, 0, 42351]",1
data/data_C3/images_C3/C3_EndoCV2021_00289.jpg,"[0, 0, 0, 1]","[0, 0, 0, 98293]",1
data/data_C3/images_C3/C3_EndoCV2021_0029.jpg,"[0, 0, 0, 1]","[0, 0, 0, 218951]",1
data/data_C3/images_C3/C3_EndoCV2021_00290.jpg,"[0, 0, 1, 0]","[0, 0, 34346, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00291.jpg,"[0, 0, 0, 1]","[0, 0, 0, 84559]",1
data/data_C3/images_C3/C3_EndoCV2021_00292.jpg,"[0, 0, 1, 0]","[0, 0, 37552, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00293.jpg,"[0, 0, 0, 1]","[0, 0, 0, 63842]",1
data/data_C3/images_C3/C3_EndoCV2021_00294.jpg,"[0, 1, 0, 0]","[0, 9083, 0, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00295.jpg,"[0, 0, 0, 1]","[0, 0, 0, 114407]",1
data/data_C3/images_C3/C3_EndoCV2021_00296.jpg,"[0, 0, 0, 1]","[0, 0, 0, 140287]",1
data/data_C3/images_C3/C3_EndoCV2021_00297.jpg,"[0, 0, 1, 2]","[0, 0, 12083, 64012]",3
data/data_C3/images_C3/C3_EndoCV2021_00298.jpg,"[0, 0, 0, 1]","[0, 0, 0, 82933]",1
data/data_C3/images_C3/C3_EndoCV2021_00299.jpg,"[0, 0, 1, 0]","[0, 0, 24009, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_003.jpg,"[0, 0, 0, 1]","[0, 0, 0, 158362]",1
data/data_C3/images_C3/C3_EndoCV2021_0030.jpg,"[0, 0, 0, 1]","[0, 0, 0, 278533]",1
data/data_C3/images_C3/C3_EndoCV2021_00300.jpg,"[0, 0, 0, 1]","[0, 0, 0, 79248]",1
data/data_C3/images_C3/C3_EndoCV2021_00301.jpg,"[0, 0, 0, 1]","[0, 0, 0, 93011]",1
data/data_C3/images_C3/C3_EndoCV2021_00302.jpg,"[0, 0, 0, 1]","[0, 0, 0, 171983]",1
data/data_C3/images_C3/C3_EndoCV2021_00303.jpg,"[0, 0, 1, 0]","[0, 0, 36187, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00304.jpg,"[0, 0, 0, 1]","[0, 0, 0, 370039]",1
data/data_C3/images_C3/C3_EndoCV2021_00305.jpg,"[0, 0, 0, 1]","[0, 0, 0, 84659]",1
data/data_C3/images_C3/C3_EndoCV2021_00306.jpg,"[0, 0, 0, 1]","[0, 0, 0, 133763]",1
data/data_C3/images_C3/C3_EndoCV2021_00307.jpg,"[0, 0, 0, 1]","[0, 0, 0, 45232]",1
data/data_C3/images_C3/C3_EndoCV2021_00308.jpg,"[0, 0, 0, 1]","[0, 0, 0, 70625]",1
data/data_C3/images_C3/C3_EndoCV2021_00309.jpg,"[0, 0, 1, 0]","[0, 0, 17068, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_0031.jpg,"[0, 0, 1, 0]","[0, 0, 15942, 0]",1
data/data_C3/images_C3/C3_EndoCV2021_00310.jpg,"[0, 0, 0, 1]","[0, 0, 0, 80770]",1
data/data_C3/images_C3/C3_EndoCV2021_00311.jpg,"[0, 0, 0, 1]","[0, 0, 0, 101780]",1
data/data_C3/images_C3/C3_EndoCV2021_00312.jpg,"[0, 0, 0, 1]","[0, 0, 0, 56224]",1
data/data_C3/images_C3/C3_EndoCV2021_00313.jpg,"[0, 0, 0, 1]","[0, 0, 0, 153564]",1
data/data_C3/images_C3/C3_EndoCV2021_00314.jpg,"[0, 0, 0, 1]","[0, 0, 0, 114822]",1
data/data_C3/images_C3/C3_EndoCV2021_00315.jpg,"[0, 0, 0, 1]","[0, 0, 0, 81835]",1
data/data_C3/images_C3/C3_EndoCV2021_00316.jpg,"[0, 0, 0, 1]","[0, 0, 0, 64360]",1
data/data_C3/images_C3/C3_EndoCV2021_00317.jpg,"[0, 0, 0, 1]","[0, 0, 0, 61752]",1
data/data_C3/images_C3/C3_EndoCV2021_00318.jpg,"[0, 0, 0, 1]","[0, 0, 0, 307413]",1
data/data_C3/images_C3/C3_EndoCV2021_00319.jpg,"[0, 0, 0, 1]","[0, 0, 0, 76194]",1
data/data_C3/images_C3/C3_EndoCV2021_0032.jpg,"[0, 0, 0, 1]","[0, 0, 0, 44706]",1
